Case_ID,HD95_WT,HD95_TC,HD95_ET
BRATS_343,3.0,2.23606797749979,1.0
BRATS_344,2.8284271247461903,6.324555320336759,14.45683229480096
BRATS_345,13.92838827718412,6.708203932499369,9.1104335791443
BRATS_346,1.0,1.0,1.0
BRATS_347,1.0,1.0,1.0
BRATS_348,1.0,2.449489742783178,1.7320508075688772
BRATS_349,2.23606797749979,2.0,1.4142135623730951
BRATS_350,1.0,1.0,1.0
BRATS_351,1.0,1.0,1.0
BRATS_352,4.47213595499958,1.4142135623730951,1.7320508075688772
BRATS_353,1.0,1.4142135623730951,1.0
BRATS_354,1.7320508075688772,2.23606797749979,1.0
BRATS_355,1.4142135623730951,1.0,1.0
BRATS_356,2.23606797749979,2.23606797749979,1.7320508075688772
BRATS_357,2.23606797749979,2.0,2.449489742783178
BRATS_358,1.4142135623730951,3.0,1.0
BRATS_359,1.0,1.0,1.0
BRATS_360,2.23606797749979,2.0,1.4142135623730951
BRATS_361,3.0,25.96150997149434,373.13
BRATS_362,1.4142135623730951,1.4142135623730951,1.0
BRATS_363,1.4142135623730951,1.0,1.0
BRATS_364,1.4142135623730951,2.8284271247461903,2.0
BRATS_365,1.4142135623730951,1.4142135623730951,1.0
BRATS_366,1.4142135623730951,2.0,1.4142135623730951
BRATS_367,1.4142135623730951,2.8284271247461903,1.4142135623730951
BRATS_368,1.4142135623730951,1.0,1.4142135623730951
BRATS_369,1.4142135623730951,3.0,1.0
