Case_ID,Dice_ET,Dice_TC,Dice_WT
BRATS_013,0.7114972114972115,0.9289699791188855,0.9059430016535357
BRATS_216,0.7875919240540179,0.8986176832221767,0.9541058285597729
BRATS_229,0.9410036315615715,0.9572644808895453,0.9638399243985353
BRATS_291,0.14285714285714285,0.7107588050607728,0.9639870959246823
BRATS_083,0.8760431508243436,0.948913955439545,0.9357795757134327
BRATS_194,0.9192678850611893,0.9722398538803322,0.9517132217904359
BRATS_236,0.6583626132671122,0.8314539898866986,0.9254558098751248
BRATS_086,0.2561576354679803,0.12794612794612795,0.7778754578754579
BRATS_046,0.7927443735303997,0.8318804483188045,0.5850096092248559
BRATS_278,0.0,0.0008711093242201897,0.8921085752227298
BRATS_142,0.9230289161639276,0.9498130289313127,0.9268032599588697
BRATS_054,0.8931451272081818,0.942367833209233,0.917810194104772
BRATS_114,0.9214609309225034,0.9728400752948407,0.9472189159723542
BRATS_336,0.9434038205517199,0.9796475971531609,0.9776347924102949
BRATS_059,0.7371857655892915,0.8640389725420726,0.8277391975308642
BRATS_241,0.8755016233921713,0.9445915056520138,0.9633298208640675
BRATS_246,0.8361603867236393,0.8611595690097485,0.9334674437180132
BRATS_155,0.935175798964947,0.9639629560569333,0.9709430697352484
BRATS_001,0.8832347682574612,0.9384439537025734,0.9164240807002648
BRATS_042,0.8670821642291362,0.9616204425054534,0.9549522556439951
BRATS_333,0.07224418093983312,0.6629102426824611,0.9633382738325386
BRATS_254,0.9357580027299547,0.9627902109401862,0.9756251347099755
BRATS_257,0.9172666414045725,0.9052957663372179,0.9588759896110398
BRATS_177,0.48507899356348744,0.4588266245724809,0.8432118768604695
BRATS_327,0.5256476239492194,0.8924914379699574,0.9668727302968979
BRATS_319,0.0,0.9268840980283767,0.9595570701421225
BRATS_264,0.0,0.8739078200087375,0.9214210027326976
BRATS_261,0.1321083172147002,0.7185543854481184,0.9490997257442665
BRATS_232,0.4916347062420099,0.5909043299746528,0.9257557353379323
BRATS_293,0.8150506353431951,0.5676167879033852,0.8255147615442846
BRATS_066,0.8077858880778589,0.9173302259338383,0.9441822955095317
BRATS_195,0.8357001190003966,0.9275598086124401,0.9401177977970024
BRATS_272,0.0,0.8004469222788476,0.9585265829582328
BRATS_350,0.9642329523365213,0.9807484889802397,0.9773895025690565
BRATS_318,0.26078366809351333,0.8945687756481921,0.955106684833757
BRATS_213,0.8970079866491835,0.8765196043717395,0.9183422095011918
BRATS_255,0.9134589493965523,0.9597466540301889,0.9598032384169314
BRATS_033,0.9035876489773524,0.9581769889118428,0.9541338126395322
BRATS_305,0.0,0.8759595370358094,0.9498721611678186
BRATS_198,0.865538273863983,0.9120921946331143,0.9580669451652046
BRATS_045,0.8923605723901705,0.9601844493157384,0.9453490395144866
BRATS_359,0.9456016832564539,0.9767707727635586,0.9736334480554888
BRATS_330,0.0,0.8871410168977798,0.959384041063929
BRATS_099,0.7185381668140289,0.674039259054465,0.6867294801481273
BRATS_338,0.9503483093723931,0.9741779821814803,0.9555849715541035
BRATS_325,0.0,0.5420560747663551,0.7318193548387096
BRATS_078,0.7886068591358264,0.9227859217726136,0.8423470548100978
